          (   0,   10) (   0,   10) (   0,   10) (   0,   10) (   0,   10) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
         
node   1 sent_total  34299  recv_total  35424

node   2  (   1,    0) (   0,    0) (   2,    4) (  12,   14) (  56,   43) (  90,   76) (  90,   89) (  90,   89) (  90,   89) (  90,   89)
          (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89)
          (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89)
          (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89)
          (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89)
          (  90,   89) (  75,   89) (  77,   83) (  79,   84) (  84,   80) (  83,   82) (  84,   82) (  84,   79) (  86,   79) (  83,   82)
          (  78,   82) (  82,   78) (  79,   85) (  78,   82) (  81,   82) (  81,   81) (  81,   82) (  82,   79) (  76,   79) (  76,   84)
          (  81,   80) (  80,   74) (  76,   74) (  79,   80) (  81,   82) (  86,   75) (  83,   82) (  81,   85) (  82,   77) (  82,   81)
          (  85,   81) (  79,   75) (  80,   83) (  82,   81) (  76,   84) (  79,   83) (  84,   80) (  83,   81) (  84,   79) (  77,   79)
          (  82,   76) (  82,   84) (  81,   83) (  82,   82) (  80,   78) (  87,   82) (  80,   78) (  82,   80) (  83,   82) (  82,   78)
          (  81,   84) (  83,   79) (  84,   71) (  78,   74) (  83,   73) (  84,   73) (  81,   72) (  84,   75) (  77,   68) (  83,   69)
          (  82,   74) (  81,   72) (  86,   72) (  84,   68) (  80,   75) (  79,   71) (  82,   74) (  77,   74) (  78,   72) (  82,   68)
          (  81,   70) (  88,   68) (  79,   82) (  78,   68) (  77,   73) (  72,   65) (  75,   69) (  73,   72) (  82,   76) (  82,   76)
          (  87,   75) (  78,   73) (  76,   72) (  82,   69) (  80,   70) (  79,   69) (  83,   70) (  79,   72) (  82,   73) (  86,   66)
          (  79,   73) (  81,   68) (  82,   72) (  77,   71) (  80,   69) (  84,   69) (  85,   74) (  79,   72) (  79,   68) (  80,   70)
          (  82,   69) (  79,   70) (  72,   68) (  85,   71) (  82,   72) (  74,   74) (  77,   72) (  85,   72) (  81,   71) (  81,   72)
          (  79,   73) (  79,   71) (  77,   75) (  77,   65) (  81,   70) (  80,   71) (  73,   64) (  82,   74) (  81,   72) (  73,   72)
          (  83,   72) (  83,   68) (  84,   70) (  76,   68) (  77,   75) (  76,   71) (  82,   73) (  80,   73) (  78,   74) (  82,   73)
          (  84,   72) (  85,   66) (  82,   70) (  85,   71) (  85,   69) (  77,   72) (  87,   67) (  80,   72) (  81,   67) (  84,   72)
          (  82,   71) (  79,   70) (  82,   72) (  83,   75) (  85,   75) (  84,   67) (  78,   72) (  79,   72) (  79,   72) (  80,   67)
          (  84,   75) (  77,   69) (  83,   72) (  79,   70) (  83,   72) (  84,   70) (  80,   71) (  80,   70) (  79,   74) (  82,   65)
          (  82,   70) (  84,   69) (  81,   76) (  80,   69) (  85,   73) (  84,   70) (  82,   69) (  84,   68) (  84,   66) (  84,   75)
          (  77,   75) (  82,   70) (  76,   72) (  73,   69) (  85,   75) (  81,   74) (  82,   73) (  84,   70) (  82,   72) (  79,   69)
          (  79,   72) (  74,   69) (  85,   76) (  81,   68) (  83,   72) (  83,   70) (  83,   71) (  83,   69) (  79,   71) (  78,   70)
          (  80,   69) (  82,   71) (  81,   72) (  85,   69) (  81,   72) (  87,   67) (  79,   74) (  79,   74) (  86,   71) (  83,   72)
          (  77,   70) (  77,   73) (  85,   72) (  80,   66) (  84,   69) (  81,   69) (  84,   69) (  76,   71) (  79,   69) (  83,   68)
          (  77,   68) (  80,   72) (  85,   71) (  84,   71) (  78,   71) (  78,   74) (  83,   71) (  84,   70) (  81,   70) (  78,   70)
          (  79,   70) (  81,   71) (  74,   69) (  84,   74) (  85,   70) (  74,   73) (  85,   66) (  82,   72) (  82,   72) (  82,   73)
          (  81,   74) (  79,   71) (  81,   71) (  82,   75) (  78,   73) (  84,   71) (  81,   71) (  71,   72) (  85,   75) (  86,   70)
          (  76,   69) (  83,   65) (  76,   70) (  83,   76) (  79,   70) (  80,   72) (  85,   74) (  83,   66) (  84,   69) (  78,   72)
          (  78,   69) (  90,   70) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  37,   79) (   0,   70) (   0,   70) (   0,   60) (   0,   60) (   0,   50) (   0,   40) (   0,   40) (   0,   30) (   0,   30)
          (   0,   30) (   0,   20) (   0,   20) (   0,   20) (   0,   10) (   0,   10) (   0,   10) (   0,   10) (   0,   10) (   0,   10)
          (   0,   10) (   0,   10) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
         
node   2 sent_total  37872  recv_total  34854

node   3  (   1,    0) (   0,    0) (   6,    5) (  12,   11) (  56,   43) (  90,   76) (  90,   89) (  90,   89) (  90,   89) (  90,   89)
          (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89)
          (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89)
          (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89)
          (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89) (  90,   89)
          (  90,   89) (  79,   89) (  81,   78) (  81,   86) (  83,   82) (  80,   81) (  81,   84) (  75,   81) (  79,   79) (  75,   78)
          (  80,   77) (  83,   80) (  81,   81) (  84,   82) (  81,   76) (  80,   73) (  82,   73) (  81,   76) (  83,   77) (  83,   81)
          (  80,   82) (  81,   78) (  85,   82) (  83,   78) (  83,   79) (  81,   81) (  82,   85) (  83,   78) (  82,   85) (  81,   84)
          (  82,   80) (  80,   79) (  82,   83) (  83,   82) (  82,   80) (  81,   75) (  82,   81) (  81,   81) (  79,   83) (  79,   82)
          (  84,   79) (  79,   82) (  82,   77) (  82,   80) (  80,   78) (  85,   82) (  82,   83) (  80,   78) (  81,   84) (  85,   80)
          (  75,   81) (  84,   78) (  79,   72) (  82,   73) (  80,   71) (  81,   73) (  82,   73) (  80,   74) (  82,   72) (  78,   73)
          (  82,   72) (  81,   68) (  80,   70) (  80,   68) (  84,   68) (  84,   67) (  83,   72) (  78,   68) (  81,   72) (  80,   69)
          (  80,   76) (  91,   70) (  85,   78) (  85,   74) (  83,   74) (  75,   73) (  80,   68) (  78,   70) (  81,   70) (  83,   73)
          (  78,   73) (  77,   71) (  77,   71) (  85,   73) (  83,   72) (  81,   75) (  84,   66) (  78,   71) (  78,   70) (  83,   74)
          (  87,   64) (  82,   70) (  78,   72) (  75,   72) (  81,   75) (  82,   70) (  80,   73) (  73,   73) (  83,   69) (  76,   72)
          (  83,   71) (  81,   71) (  83,   67) (  85,   74) (  83,   72) (  79,   78) (  79,   68) (  84,   72) (  81,   78) (  85,   76)
          (  83,   69) (  81,   69) (  73,   73) (  82,   70) (  83,   76) (  81,   74) (  82,   71) (  81,   70) (  82,   73) (  82,   71)
          (  81,   73) (  79,   66) (  82,   74) (  78,   72) (  82,   68) (  85,   69) (  85,   69) (  85,   71) (  80,   69) (  84,   72)
          (  81,   69) (  77,   73) (  83,   68) (  80,   70) (  86,   73) (  84,   73) (  80,   71) (  78,   73) (  78,   73) (  83,   74)
          (  79,   73) (  83,   71) (  86,   70) (  80,   73) (  84,   75) (  81,   70) (  84,   74) (  87,   73) (  78,   68) (  77,   72)
          (  84,   72) (  85,   71) (  85,   68) (  82,   75) (  83,   71) (  85,   73) (  79,   70) (  81,   75) (  79,   73) (  81,   74)
          (  79,   73) (  80,   74) (  79,   71) (  78,   72) (  80,   70) (  84,   70) (  82,   72) (  83,   70) (  80,   71) (  83,   76)
          (  82,   70) (  79,   69) (  82,   73) (  76,   67) (  80,   69) (  79,   70) (  83,   71) (  79,   73) (  80,   69) (  79,   69)
          (  82,   74) (  82,   69) (  82,   69) (  83,   70) (  81,   69) (  78,   71) (  78,   75) (  82,   74) (  77,   72) (  81,   71)
          (  82,   68) (  81,   73) (  80,   72) (  80,   71) (  71,   72) (  76,   71) (  80,   71) (  84,   69) (  81,   73) (  82,   74)
          (  83,   70) (  77,   72) (  81,   67) (  85,   72) (  76,   68) (  84,   69) (  78,   69) (  75,   72) (  79,   68) (  87,   74)
          (  81,   69) (  82,   71) (  80,   70) (  82,   68) (  82,   66) (  84,   71) (  80,   71) (  80,   75) (  77,   69) (  85,   69)
          (  80,   69) (  75,   73) (  86,   65) (  81,   72) (  82,   69) (  82,   69) (  81,   70) (  83,   72) (  80,   67) (  79,   70)
          (  75,   71) (  78,   76) (  82,   67) (  81,   72) (  83,   72) (  76,   68) (  78,   74) (  81,   72) (  78,   70) (  85,   67)
          (  83,   70) (  77,   71) (  80,   72) (  82,   69) (  79,   68) (  82,   70) (  79,   72) (  83,   72) (  81,   68) (  82,   72)
          (  82,   73) (  90,   66) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79) (  90,   79)
          (  90,   79) (  57,   70) (   0,   60) (   0,   60) (   0,   60) (   0,   50) (   0,   40) (   0,   40) (   0,   30) (   0,   30)
          (   0,   30) (   0,   30) (   0,   20) (   0,   20) (   0,   10) (   0,   10) (   0,   10) (   0,   10) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
